trade_date,close,pe
2022-05-27,4001.2988,11.9844
2022-05-30,4029.0179,12.0455
2022-05-31,4091.5176,12.2007
2022-06-01,4083.1772,12.1713
2022-06-02,4089.5682,12.1821
2022-06-06,4166.085,12.3519
2022-06-07,4179.1285,12.3862
2022-06-08,4219.8122,12.5059
2022-06-09,4175.6747,12.4133
2022-06-10,4238.9936,12.5869
2022-06-13,4189.3527,12.3201
2022-06-14,4222.3114,12.4485
2022-06-15,4278.2178,12.5848
2022-06-16,4250.0614,12.4772
2022-06-17,4309.0444,12.6117
2022-06-20,4330.4328,12.6297
2022-06-21,4325.5657,12.6365
2022-06-22,4270.6227,12.4806
